num,title,authors,venue,year
871,Generating Efficient Plans for Queries Using Views,"Chen Li, Jeffrey D. Ullman, Foto N. Afrati",SIGMOD Conference,2001
872,QC-Trees: An Efficient Summary Structure for Semantic OLAP,"Laks V. S. Lakshmanan, Jian Pei, Yan Zhao",SIGMOD Conference,2003
873,Information Management for Genome Level Bioinformatics,"Norman W. Paton, Carole A. Goble",VLDB,2001
874,Efficient Filtering of XML Documents for Selective Dissemination of Information,"Michael J. Franklin, Mehmet Altinel",VLDB,2000
875,Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System,"Arthur J. Bernstein, Narayanan Krishnakumar",ACM Trans. Database Syst.,1994
876,Editor's Notes and Erratum,Arie Segev,SIGMOD Record,1994
877,Research and Products: Are They Relevant To Each Other? (Panel),Herb Edelstein,SIGMOD Conference,1995
878,NSF Workshop on Industrial/Academic Cooperation in Database Systems,"Leonard J. Seligman, Michael J. Carey",SIGMOD Record,1999
879,Operating System Extensions for the Teradata Parallel VLDB,"Sorana Rabinovici, John Catozzi",VLDB,2001
880,Efficient Mining of XML Query Patterns for Caching,"Liang Huai Yang, Mong-Li Lee, Wynne Hsu",VLDB,2003
881,Is GUI Programming a Database Research Problem?,"Ravi Krishnamurthy, Charles Hoch, Nita Goyal, Michael Suckow, Brian Meckler",SIGMOD Conference,1996
882,Report on XEWA-00: The XML Enabled Wide-Area Searches for Bioinformatics Workshop,Terence Critchlow,SIGMOD Record,2001
883,Toward Recovery-Oriented Computing,Armando Fox,VLDB,2002
884,Adaptable Similarity Search using Non-Relevant Information,"T. V. Ashwin, Rahul Gupta, Sugata Ghosal",VLDB,2002
885,"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)","James L. Edwards, Meridith A. Lane, Ebbe Nielsen",VLDB,2000
886,Temporal Database Bibliography Update,"Anil Kumar, Vassilis J. Tsotras",SIGMOD Record,1996
887,An Orthogonally Persistent Java,"Mick J. Jordan, Susan Spence, Laurent Dayn�s, Malcolm P. Atkinson, Tony Printezis",SIGMOD Record,1996
888,SOCQET: Semantic OLAP with Compressed Cube and Summarization,"Yan Zhao, Laks V. S. Lakshmanan, Jian Pei",SIGMOD Conference,2003
889,Integration of Electronic Tickets and Personal Guide System for Public Transport using Mobile Terminals,"Yahiko Kambayashi, Koichi Goto",SIGMOD Conference,2003
890,Tail Recursion Elimination in Deductive Databases,Kenneth A. Ross,ACM Trans. Database Syst.,1996
891,A Case-Based Approach to Information Integration,"Maurizio Panti, Alberto Giretti, Luca Spalazzi",VLDB,2000
892,Distributed Transactions in Practice,"Lyman Do, Pamela Drew, Prabhu Ram",SIGMOD Record,1999
893,"Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System","Zhao-Hui Tang, Fei Sha, Georges Gardarin",VLDB,1996
894,Quality of Service in Multimedia Digital Libraries,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Said Hacid",SIGMOD Record,2001
895,EIHA?!?: Deploying Web and WAP services using XML Technology,"Jean-Christophe R. Pazzaglia, Chiara Biancheri, Gavino Paddeu",SIGMOD Record,2001
896,Join Synopses for Approximate Query Answering,"Swarup Acharya, Viswanath Poosala, Phillip B. Gibbons, Sridhar Ramaswamy",SIGMOD Conference,1999
897,Distributed Hypertext Resource Discovery Through Examples,"Martin van den Berg, Soumen Chakrabarti, Byron Dom",VLDB,1999
898,Data Management Challenges in CRM,George Colliat,SIGMOD Conference,2003
899,SQL Standardization: The Next Steps,"Andrew Eisenberg, Jim Melton",SIGMOD Record,2000
900,DEVise: Integrated Querying and Visualization of Large Datasets,"Miron Livny, Raghu Ramakrishnan, Donko Donjerkovic, Shilpa Lawande, Jussi Myllymaki, Guangshun Chen, R. Kent Wenger, Kevin S. Beyer",SIGMOD Conference,1997
901,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,"Jeffrey F. Naughton, Amit Shukla, Karthikeyan Ramasamy, Prasad Deshpande",VLDB,1996
902,An Optimal and Progressive Algorithm for Skyline Queries,"Bernhard Seeger, Dimitris Papadias, Greg Fu, Yufei Tao",SIGMOD Conference,2003
903,Methodology for Development and Employment of Ontology Based Knowledge Management Applications,"Steffen Staab, Rudi Studer, York Sure",SIGMOD Record,2002
904,Processing complex aggregate queries over data streams,"Alin Dobra, Johannes Gehrke, Rajeev Rastogi, Minos N. Garofalakis",SIGMOD Conference,2002
905,Web Services (Industrial Session),Felipe Cabrera,VLDB,2003
906,Query Flocks: A Generalization of Association-Rule Mining,"Chris Clifton, Svetlozar Nestorov, Rajeev Motwani, Shalom Tsur, Jeffrey D. Ullman, Arnon Rosenthal, Serge Abiteboul",SIGMOD Conference,1998
907,I/O-Conscious Data Preparation for Large-Scale Web Search Engines,"Maxim Lifantsev, Tzi-cker Chiueh",VLDB,2002
908,Reminiscences on Influential Papers,Richard T. Snodgrass,SIGMOD Record,1999
909,A Protein Patent Query System Powered By Kleisli,"Jing Chen, Louxin Zhang, Limsoon Wong",SIGMOD Conference,1998
910,Database Systems - Breaking Out of the Box,"Abraham Silberschatz, Stanley B. Zdonik",SIGMOD Record,1997
911,Providing Database Migration Tools - A Practicioner's Approach,Andreas Meier,VLDB,1995
912,Synthesis of Extended Transaction Models Using ACTA,"Panos K. Chrysanthis, Krithi Ramamritham",ACM Trans. Database Syst.,1994
913,amdb: An Access Method Debugging Tool,"Joseph M. Hellerstein, Mehul A. Shah, Marcel Kornacker",SIGMOD Conference,1998
914,Checkpointing in Oracle,"Juan Loaiza, Ashok Joshi, Tirthankar Lahiri, William Bridge",VLDB,1998
915,"Title, Foreword, VLDB Journal to be published electronically, Index Vol. 4",?,VLDB J.,1995
916,Design and Management of Data Warehouses: Report on the DMDW'99 Workshop,"Martin Staudt, Yannis Vassiliou, Manfred A. Jeusfeld, Stella Gatziu",SIGMOD Record,1999
917,Information Sharing Across Private Databases,"Ramakrishnan Srikant, Rakesh Agrawal, Alexandre V. Evfimievski",SIGMOD Conference,2003
918,Adaptive Parallel Aggregation Algorithms,"Jeffrey F. Naughton, Ambuj Shatdal",SIGMOD Conference,1995
919,Indexing Medium-dimensionality Data in Oracle,"Jayant Sharma, Kothuri Venkata Ravi Kanth, Jay Banerjee, Siva Ravada",SIGMOD Conference,1999
920,View Maintenance in a Warehousing Environment,"Jennifer Widom, Hector Garcia-Molina, Yue Zhuge, Joachim Hammer",SIGMOD Conference,1995
921,Chair's Message,Richard T. Snodgrass,SIGMOD Record,1999
922,DISIMA: A Distributed and Interoperable Image Database System,"Vincent Oria, Benjamin Bin Yao, Shu Lin, Paul Iglinski, M. Tamer �zsu",SIGMOD Conference,2000
923,Change-Centric Management of Versions in an XML Warehouse,"Laurent Mignet, Am�lie Marian, Gregory Cobena, Serge Abiteboul",VLDB,2001
924,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,"Rajeev Rastogi, Kyuseok Shim, Minos N. Garofalakis",VLDB,1999
925,User-Adaptive Exploration of Multidimensional Data,Sunita Sarawagi,VLDB,2000
926,Improving Timeliness in Real-Time Secure Database Systems,"Sang Hyuk Son, Rasikan David, Bhavani M. Thuraisingham",SIGMOD Record,1996
927,An Extensible Compressor for XML Data,"Dan Suciu, Hartmut Liefke",SIGMOD Record,2000
928,The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems,"Daniel Barbar�, Hector Garcia-Molina",VLDB J.,1994
929,Monitoring Streams - A New Class of Data Management Applications,"Mitch Cherniack, Stanley B. Zdonik, Nesime Tatbul, Ugur �etintemel, Greg Seidman, Michael Stonebraker, Christian Convey, Donald Carney, Sangdon Lee",VLDB,2002
930,Client-Server Paradise,"Jignesh M. Patel, Jie-Bing Yu, Navin Kabra, David J. DeWitt, Jun Luo",VLDB,1994
931,From Data Independence to Knowledge Independence: An on-going Story,Laurent Vieille,VLDB,1998
932,Petabyte Databases,Dirk D�llmann,SIGMOD Conference,1999
933,Query Rewriting for Semistructured Data,"Vasilis Vassalos, Yannis Papakonstantinou",SIGMOD Conference,1999
934,Outerjoin Simplification and Reordering for Query Optimization,"C�sar A. Galindo-Legaria, Arnon Rosenthal",ACM Trans. Database Syst.,1997
935,Reminiscences on Influential Papers,Richard T. Snodgrass,SIGMOD Record,1998
936,Integrating Symbolic Images into a Multimedia Database System Using Classification and Abstraction Approaches,"Hanan Samet, Aya Soffer",VLDB J.,1998
937,javax.XXL: A prototype for a Library of Query processing Algorithms,"Bernhard Seeger, Jens-Peter Dittrich, Jochen Van den Bercken",SIGMOD Conference,2000
938,``One Size Fits All'' Database Architectures Do Not Work for DDS,Clark D. French,SIGMOD Conference,1995
939,Interview with David Maier,Marianne Winslett,SIGMOD Record,2002
940,Factorizing Complex Predicates in Queries to Exploit Indexes,"Prasanna Ganesan, Sunita Sarawagi, Surajit Chaudhuri",SIGMOD Conference,2003
941,A Taxonomy of Correctness Criteria in Database Applications,"Krithi Ramamritham, Panos K. Chrysanthis",VLDB J.,1996
942,Editor's Notes,Ling Liu,SIGMOD Record,2003
943,Book Review Column,Karl Aberer,SIGMOD Record,2002
944,DNA-Miner: A System Prototype for Mining DNA Sequences,"Jiawei Han, Liangyou Chen, Jian Pei, Ying Lu, Yaqin Liao, Hasan M. Jamil",SIGMOD Conference,2001
945,Efficient algorithms for minimizing tree pattern queries,Prakash Ramanan,SIGMOD Conference,2002
946,Research Directions in Biodiversity Informatics,John L. Schnase,VLDB,2000
947,Information Integration and XML in IBM's DB2,Patricia G. Selinger,VLDB,2002
948,Peer-to-peer research at Stanford,"Mayank Bawa, Sergio Marti, Sepandar D. Kamvar, Brian Cooper, Mario T. Schlosser, Neil Daswani, Qi Sun, Hector Garcia-Molina, Arturo Crespo, Beverly Yang, Patrick Vinograd, Prasanna Ganesan",SIGMOD Record,2003
949,Text Databases: A Survey of Text Models and Systems,Arjan Loeffen,SIGMOD Record,1994
950,Dissemination of Dynamic Data,"Pavan Deolasee, Amol Katkar, Krithi Ramamritham, Ankur Panchbudhe, Prashant J. Shenoy",SIGMOD Conference,2001
951,Walking Through a Very Large Virtual Environment in Real-time,"Yixin Ruan, Kian-Lee Tan, Jason Chionh, Lidan Shou, Zhiyong Huang",VLDB,2001
952,"Improving Business Process Quality through Exception Understanding, Prediction, and Prevention","Fabio Casati, Daniela Grigori, Umeshwar Dayal, Ming-Chien Shan",VLDB,2001
953,The Design of a Retrieval Technique for High-Dimensional Data on Tertiary Storage,"Ratko Orlandic, Craig Swietlik, Jack Lukaszuk",SIGMOD Record,2002
954,Accessing Relational Databases from the World Wide Web,"Tam Nguyen, V. Srinivasan",SIGMOD Conference,1996
955,"High-Performance and Scalability through Application Tier,In-Memory Data Management",?,VLDB,2000
956,Fundamental Techniques for Order Optimization,"Eugene J. Shekita, David E. Simmen, Timothy Malkemus",SIGMOD Conference,1996
957,Locating and accessing data repositories with WebSemantics,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",VLDB J.,2002
958,Guest editorial,"Kyu-Young Whang, Gunter Schlageter, Amr El Abbadi",VLDB J.,2001
959,Reminiscences on Influential Papers,"S. Sudarshan, Charu C. Aggarwal, Mihalis Yannakakis, Alfons Kemper, Kenneth A. Ross, Sunita Sarawagi",SIGMOD Record,2000
960,The DEDALE System for Complex Spatial Queries,"Luc Segoufin, Philippe Rigaux, St�phane Grumbach",SIGMOD Conference,1998
961,Semantic Data Caching and Replacement,"Bj�rn ��r J�nsson, Shaul Dar, Divesh Srivastava, Michael Tan, Michael J. Franklin",VLDB,1996
962,Inferring Function Semantics to Optimize Queries,"Mitch Cherniack, Stanley B. Zdonik",VLDB,1998
963,The Evolution of Effective B-tree: Page Organization and Techniques: A Personal Account,David B. Lomet,SIGMOD Record,2001
964,Efficient Testing of High Performance Transaction Processing Systems,"D. Wildfogel, Ramana Yerneni",VLDB,1997
965,Generic Database Cost Models for Hierarchical Memory Systems,"Peter A. Boncz, Martin L. Kersten, Stefan Manegold",VLDB,2002
966,An Extended Entity-Relationship Model for Geographic Applications,"Nectaria Tryfona, Thanasis Hadzilacos",SIGMOD Record,1997
967,Optimizing Result Prefetching in Web Search Engines with Segmented Indices,"Shlomo Moran, Ronny Lempel",VLDB,2002
968,Experiments on Access to Digital Libraries: How can Images and Text be Used Together,Michael Lesk,VLDB,1994
969,Reminiscences on Influential Papers,"James R. Hamilton, Limsoon Wong, Kenneth A. Ross, Laks V. S. Lakshmanan",SIGMOD Record,2001
970,Ensuring Consistency in Multidatabases by Preserving Two-Level Serializability,Sharad Mehrotra,ACM Trans. Database Syst.,1998
971,"Object-Relational Database Systems: Principles, Products, and Challenges (Tutorial)","Michael J. Carey, Anil Nori, Nelson Mendon�a Mattos",SIGMOD Conference,1997
972,Synchronization and Recovery in a Client-Server Storage System,"Alexandros Biliris, Euthimios Panagos",VLDB J.,1997
973,Applying Update Streams in a Soft Real-Time Database System,"Brad Adelberg, Hector Garcia-Molina, Ben Kao",SIGMOD Conference,1995
974,The CCUBE Constraint Object-Oriented Database System,"Alexander Brodsky, Pavel A. Exarkhopoulo, Victor E. Segal, Jia Chen",SIGMOD Conference,1999
975,Index Research: Forest or Trees? (Panel Abstract),Joseph M. Hellerstein,SIGMOD Conference,2000
976,NonStop SQL: Scalability and Availability for Decision Support,Susanne Englert,SIGMOD Conference,1994
977,Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",VLDB J.,2002
978,The Ecobase Project: Database and Web Technologies for Environmental Information Systems,"Asterio K. Tanaka, Patrick Valduriez",SIGMOD Record,2001
979,SAP R/3: A Database Application System (Tutorial),"Alfons Kemper, Florian Matthes, Donald Kossmann",SIGMOD Conference,1998
980,Olympic Records for Data at the 1998 Nagano Games,Edwin R. Lassettre,SIGMOD Conference,1998
981,MOSAICO - A System for Conceptual Modeling and Rapid Prototyping of Object-Oriented Database Application,"M. Toiati, Michele Missikoff",SIGMOD Conference,1994
982,Query Processing for High-Volume XML Message Brokering,"Michael J. Franklin, Yanlei Diao",VLDB,2003
983,Treasurer's Message,Joachim Hammer,SIGMOD Record,2002
984,Chair's Message,M. Tamer �zsu,SIGMOD Record,2002
985,An Almost-Serial Protocol for Transaction Execution in Main-Memory Database Systems,"Stephen Blott, Henry F. Korth",VLDB,2002
986,Mining Frequent Itemsets Using Support Constraints,"Jiawei Han, Ke Wang, Yu He",VLDB,2000
987,InterViso: Dealing With the Complexity of Federated Database Access,"Edward Maros, Darrel J. Van Buer, Marjorie Templeton, Herbert Henley",VLDB J.,1995
988,Open Object Database Management Systems,Jos� A. Blakeley,SIGMOD Conference,1994
989,Materialized Views Selection in a Multidimensional Database,"Ernest Teniente, Elena Baralis, Stefano Paraboschi",VLDB,1997
990,On Saying Enough Already! in SQL,"Donald Kossmann, Michael J. Carey",SIGMOD Conference,1997
991,Shoring Up Persistent Applications,"Mark L. McAuliffe, C. K. Tan, Marvin H. Solomon, Nancy E. Hall, Michael J. Zwilling, Michael J. Carey, Michael J. Franklin, Seth J. White, Jeffrey F. Naughton, David J. DeWitt, Odysseas G. Tsatalos, Daniel T. Schuh",SIGMOD Conference,1994
992,Load Shedding in a Data Stream Manager,"Michael Stonebraker, Nesime Tatbul, Mitch Cherniack, Stanley B. Zdonik, Ugur �etintemel",VLDB,2003
993,Optimizing Queries on Files,"Tova Milo, Mariano P. Consens",SIGMOD Conference,1994
994,RainForest - A Framework for Fast Decision Tree Construction of Large Datasets,"Johannes Gehrke, Venkatesh Ganti, Raghu Ramakrishnan",VLDB,1998
995,Probabilistic Optimization of Top N Queries,"Donko Donjerkovic, Raghu Ramakrishnan",VLDB,1999
996,BigSur: A System For the Management of Earth Science Data,"Paul Brown, Michael Stonebraker",VLDB,1995
997,Data Management Research at The MITRE Corporation,"Arnon Rosenthal, Edward Lafferty, Leonard J. Seligman, Catherine D. McCollum, Bhavani M. Thuraisingham, Barbara T. Blaustein",SIGMOD Record,1995
998,RRXF: Redundancy reducing XML storage in relations,"Carmem S. Hara, Susan B. Davidson, Yi Chen, Yifeng Zheng",VLDB,2003
999,PSoup: a system for streaming queries over streaming data,"Sirish Chandrasekaran, Michael J. Franklin",VLDB J.,2003
1000,Ontology-based Support for Digital Government,"Ahmed K. Elmagarmid, Athman Bouguettaya, Mourad Ouzzani, Brahim Medjahed",VLDB,2001
1001,Monitoring XML Data on the Web,"Benjamin Nguyen, Serge Abiteboul, Gregory Cobena, Mihai Preda",SIGMOD Conference,2001
1002,Join Queries with External Text Sources: Execution and Optimization Techniques,"Umeshwar Dayal, Surajit Chaudhuri, Tak W. Yan",SIGMOD Conference,1995
1003,NeuroRule: A Connectionist Approach to Data Mining,"Hongjun Lu, Huan Liu, Rudy Setiono",VLDB,1995
1004,Chair's Message,Richard T. Snodgrass,SIGMOD Record,1998
1005,Editor's Notes,Jennifer Widom,SIGMOD Record,1995
1006,VOODB: A Generic Discrete-Event Random Simulation Model To Evaluate the Performances of OODBs,"Michel Schneider, J�r�me Darmont",VLDB,1999
1007,The SDSS skyserver: public access to the sloan digital sky server data,"Tanu Malik, Jordan Raddick, Alexander S. Szalay, Peter Z. Kunszt, Jim Gray, Christopher Stoughton, Ani Thakar, Jan vandenBerg",SIGMOD Conference,2002
1008,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",Hans-J�rg Schek,VLDB,2000
1009,"Gangam - A Solution to Support Multiple Data Models, their Mappings and Maintenance","Elke A. Rundensteiner, Gail Mitchell, Wang-Chien Lee, Harumi A. Kuno, Xin Zhang, Hong Su, Kajal T. Claypool",SIGMOD Conference,2001
1010,Distance-Based Outliers: Algorithms and Applications,"V. Tucakov, Raymond T. Ng, Edwin M. Knorr",VLDB J.,2000
1011,Spotfire: An Information Exploration Environment,Christopher Ahlberg,SIGMOD Record,1996
1012,Quality-driven Integration of Heterogenous Information Systems,"Johann Christoph Freytag, Felix Naumann, Ulf Leser",VLDB,1999
