"";"First.Object";"Second.Object";"similaridade"
"1757";"cd.[103056]";"cd.[105156]";0,767063498497009
"1758";"cd.[103056]";"cd.[107521]";0,611904752254486
"1759";"cd.[105156]";"cd.[107779]";0,758035707473755
"1760";"cd.[107521]";"cd.[107779]";0,726190465688705
"1761";"cd.[105156]";"cd.[107521]";0,763095235824585
"1762";"cd.[7061]";"cd.[7469]";1
"1763";"cd.[3086]";"cd.[3215]";0,892307686805725
"1764";"cd.[5835]";"cd.[9278]";0,966666662693024
"1765";"cd.[102629]";"cd.[105682]";0,836111110448837
"1766";"cd.[5921]";"cd.[8423]";1
"1767";"cd.[1858]";"cd.[9637]";1
"1768";"cd.[5988]";"cd.[8859]";1
"1769";"cd.[108362]";"cd.[108392]";0,804848486185074
"1770";"cd.[6358]";"cd.[9694]";0,966220742464066
"1771";"cd.[5010]";"cd.[5205]";0,85365497469902
"1772";"cd.[100170]";"cd.[100358]";0,980000001192093
"1773";"cd.[100358]";"cd.[103646]";0,839999997615814
"1774";"cd.[100170]";"cd.[103646]";0,828571426868439
"1775";"cd.[7094]";"cd.[9189]";0,890909087657928
"1776";"cd.[2440]";"cd.[5443]";1
"1777";"cd.[2781]";"cd.[9669]";1
"1778";"cd.[4508]";"cd.[9662]";1
"1779";"cd.[5025]";"cd.[9863]";0,904999983310699
"1780";"cd.[8114]";"cd.[8659]";1
"1781";"cd.[4297]";"cd.[4306]";1
"1782";"cd.[4297]";"cd.[8636]";1
"1783";"cd.[4306]";"cd.[8636]";1
"1784";"cd.[7199]";"cd.[8683]";0,873447895050049
"1785";"cd.[4178]";"cd.[7199]";1
"1786";"cd.[4178]";"cd.[8683]";0,873447895050049
"1787";"cd.[102760]";"cd.[103339]";0,816343033313751
"1788";"cd.[8306]";"cd.[8663]";0,805454552173615
"1789";"cd.[8274]";"cd.[8805]";1
"1790";"cd.[8630]";"cd.[8805]";0,932659929990768
"1791";"cd.[8274]";"cd.[8630]";0,932659929990768
"1792";"cd.[2807]";"cd.[7064]";0,953846156597137
"1793";"cd.[6316]";"cd.[7311]";1
"1794";"cd.[4490]";"cd.[7121]";0,933333331346512
"1795";"cd.[7363]";"cd.[8118]";0,990909087657929
"1796";"cd.[6922]";"cd.[9161]";0,961818182468414
"1797";"cd.[10314]";"cd.[2427]";0,897653514146805
"1798";"cd.[10314]";"cd.[8640]";0,946666669845581
"1799";"cd.[2427]";"cd.[8640]";0,950986844301224
"1800";"cd.[9614]";"cd.[9678]";1
"1801";"cd.[5830]";"cd.[8888]";0,890817606449127
"1802";"cd.[3159]";"cd.[9969]";0,997916668653488
"1803";"cd.[3678]";"cd.[4266]";1
"1804";"cd.[4266]";"cd.[6690]";1
"1805";"cd.[3678]";"cd.[6690]";1
"1806";"cd.[8919]";"cd.[9083]";1
"1807";"cd.[7859]";"cd.[9798]";0,99230769276619
"1808";"cd.[5392]";"cd.[9486]";0,827305191755295
"1809";"cd.[7037]";"cd.[7237]";0,917533057928085
"1810";"cd.[4676]";"cd.[8097]";0,808496725559235
"1811";"cd.[4676]";"cd.[5746]";0,878571426868439
"1812";"cd.[5746]";"cd.[8097]";0,775714272260666
"1813";"cd.[103100]";"cd.[106275]";0,760100251436233
"1814";"cd.[106275]";"cd.[106684]";0,841467297077179
"1815";"cd.[103100]";"cd.[106684]";0,809090894460678
"1816";"cd.[11530]";"cd.[5099]";1
"1817";"cd.[101925]";"cd.[104169]";0,827937340736389
"1818";"cd.[10361]";"cd.[6761]";0,869999998807907
"1819";"cd.[5426]";"cd.[6761]";0,736666637659073
"1820";"cd.[6761]";"cd.[7869]";0,736666637659073
"1821";"cd.[10361]";"cd.[5426]";0,866666674613953
"1822";"cd.[10361]";"cd.[7869]";0,866666674613953
"1823";"cd.[5426]";"cd.[7869]";1
"1824";"cd.[5324]";"cd.[7847]";1
"1825";"cd.[10301]";"cd.[6246]";0,985714286565781
"1826";"cd.[5371]";"cd.[5959]";0,902777773141861
"1827";"cd.[3096]";"cd.[3123]";0,933333337306976
"1828";"cd.[5238]";"cd.[8297]";0,933916062116623
"1829";"cd.[6663]";"cd.[6665]";0,990909087657929
"1830";"cd.[8301]";"cd.[9114]";0,885000002384186
"1831";"cd.[4895]";"cd.[9209]";0,985714286565781
"1832";"cd.[10652]";"cd.[9640]";1
"1833";"cd.[5912]";"cd.[8949]";1
"1834";"cd.[7918]";"cd.[9172]";1
"1835";"cd.[10449]";"cd.[6162]";0,95
"1836";"cd.[2571]";"cd.[9019]";1
"1837";"cd.[3931]";"cd.[5754]";1
"1838";"cd.[6568]";"cd.[9557]";1
"1839";"cd.[6737]";"cd.[7722]";1
"1840";"cd.[102666]";"cd.[105709]";0,818341249227524
"1841";"cd.[3757]";"cd.[6377]";0,802672058343887
"1842";"cd.[4384]";"cd.[5657]";1
"1843";"cd.[7622]";"cd.[8349]";0,975210082530975
"1844";"cd.[2252]";"cd.[4733]";1
"1845";"cd.[7008]";"cd.[8831]";1
"1846";"cd.[100001]";"cd.[100010]";0,846715253591537
"1847";"cd.[4586]";"cd.[7633]";0,955614972114563
"1848";"cd.[10240]";"cd.[7367]";0,993333333730698
"1849";"cd.[3192]";"cd.[7923]";0,989999997615814
"1850";"cd.[4395]";"cd.[8725]";0,98222222328186
"1851";"cd.[6948]";"cd.[7365]";0,96647617816925
"1852";"cd.[7350]";"cd.[8473]";1
"1853";"cd.[7288]";"cd.[7483]";0,922222220897675
"1854";"cd.[10938]";"cd.[11125]";1
"1855";"cd.[2366]";"cd.[2367]";0,873333346843719
"1856";"cd.[6925]";"cd.[6926]";0,950000011920929
"1857";"cd.[108408]";"cd.[108563]";0,839999997615814
"1858";"cd.[104733]";"cd.[105907]";0,813511556386948
"1859";"cd.[7201]";"cd.[8536]";1
"1860";"cd.[6102]";"cd.[9115]";0,955555558204651
"1861";"cd.[7525]";"cd.[8995]";0,952499997615814
"1862";"cd.[9333]";"cd.[9450]";0,9625
"1863";"cd.[6771]";"cd.[8507]";1
"1864";"cd.[8609]";"cd.[9130]";0,960000002384186
"1865";"cd.[4843]";"cd.[8794]";0,986666667461395
"1866";"cd.[7346]";"cd.[7719]";1
"1867";"cd.[4851]";"cd.[7708]";1
"1868";"cd.[5185]";"cd.[7072]";0,855999982357025
"1869";"cd.[7460]";"cd.[8578]";0,858225101232529
"1870";"cd.[6272]";"cd.[7460]";1
"1871";"cd.[6272]";"cd.[8578]";0,858225101232529
"1872";"cd.[8043]";"cd.[8234]";1
"1873";"cd.[102406]";"cd.[103696]";0,804887229204178
"1874";"cd.[11150]";"cd.[8901]";0,972727274894714
"1875";"cd.[9421]";"cd.[9489]";0,989999997615814
"1876";"cd.[9327]";"cd.[9412]";0,88387097120285
"1877";"cd.[6740]";"cd.[9193]";0,953846156597137
"1878";"cd.[10000]";"cd.[8664]";0,951944446563721
"1879";"cd.[7361]";"cd.[7750]";1
"1880";"cd.[8265]";"cd.[9149]";1
"1881";"cd.[6992]";"cd.[7802]";0,830476200580597
"1882";"cd.[6944]";"cd.[9868]";0,992857140302658
"1883";"cd.[8311]";"cd.[8312]";1
"1884";"cd.[8344]";"cd.[9229]";0,899999988079071
"1885";"cd.[4358]";"cd.[6398]";0,86547617316246
"1886";"cd.[2823]";"cd.[4684]";0,932249742746353
"1887";"cd.[100808]";"cd.[103424]";0,794378304481506
"1888";"cd.[103424]";"cd.[106443]";0,819292724132538
"1889";"cd.[100808]";"cd.[106443]";0,827102965116501
"1890";"cd.[6919]";"cd.[8060]";0,874999988079071
"1891";"cd.[3539]";"cd.[4190]";0,99375
"1892";"cd.[4348]";"cd.[7170]";0,925465840101242
"1893";"cd.[8668]";"cd.[8843]";1
"1894";"cd.[3356]";"cd.[6955]";1
"1895";"cd.[3792]";"cd.[8891]";0,937246382236481
"1896";"cd.[4145]";"cd.[4886]";0,833766233921051
"1897";"cd.[107445]";"cd.[108557]";0,854761898517609
"1898";"cd.[4184]";"cd.[6950]";0,897817462682724
"1899";"cd.[3529]";"cd.[4114]";0,995238095521927
"1900";"cd.[5776]";"cd.[9008]";0,912000000476837
"1901";"cd.[3383]";"cd.[6969]";0,94915583729744
"1902";"cd.[2406]";"cd.[7291]";0,989999997615814
"1903";"cd.[103731]";"cd.[104112]";0,806798243522644
"1904";"cd.[102446]";"cd.[103731]";0,806519138813019
"1905";"cd.[102446]";"cd.[104112]";0,804491341114044
"1906";"cd.[4292]";"cd.[8795]";1
"1907";"cd.[102424]";"cd.[107480]";0,825515884160996
"1908";"cd.[2577]";"cd.[2581]";0,993333333730698
"1909";"cd.[4481]";"cd.[6716]";1
"1910";"cd.[100198]";"cd.[106489]";1
"1911";"cd.[10253]";"cd.[10368]";1
"1912";"cd.[4108]";"cd.[7977]";0,905769217014313
"1913";"cd.[10986]";"cd.[7087]";0,8
"1914";"cd.[9713]";"cd.[9738]";1
"1915";"cd.[11455]";"cd.[5289]";0,945701360702515
"1916";"cd.[10061]";"cd.[3517]";0,994444441795349
"1917";"cd.[7134]";"cd.[9695]";1
"1918";"cd.[102390]";"cd.[102394]";0,825750482082367
"1919";"cd.[5542]";"cd.[6695]";0,865350860357285
"1920";"cd.[2187]";"cd.[2418]";1
"1921";"cd.[101377]";"cd.[101414]";0,844323980808258
"1922";"cd.[5394]";"cd.[5418]";0,9875
"1923";"cd.[4613]";"cd.[6116]";0,969565224647522
"1924";"cd.[8778]";"cd.[9060]";1
"1925";"cd.[2619]";"cd.[6174]";0,9875
"1926";"cd.[10107]";"cd.[7341]";1
"1927";"cd.[2188]";"cd.[8063]";0,906666648387909
"1928";"cd.[10983]";"cd.[11174]";0,815227282047272
"1929";"cd.[7404]";"cd.[7405]";1
"1930";"cd.[2957]";"cd.[3106]";1
"1931";"cd.[101555]";"cd.[108876]";0,811845910549164
"1932";"cd.[9588]";"cd.[9811]";0,9875
"1933";"cd.[4709]";"cd.[4710]";0,930833333730698
"1934";"cd.[7344]";"cd.[8291]";0,966447365283966
"1935";"cd.[6547]";"cd.[6741]";0,972857141494751
"1936";"cd.[5574]";"cd.[7562]";0,897500002384186
"1937";"cd.[4975]";"cd.[5889]";0,971014489298282
"1938";"cd.[5577]";"cd.[8990]";0,952898546405461
"1939";"cd.[104099]";"cd.[109749]";0,80320366828338
"1940";"cd.[3475]";"cd.[8592]";0,953502416610718
"1941";"cd.[8224]";"cd.[8754]";1
"1942";"cd.[4124]";"cd.[7722]";0,813664581464685
"1943";"cd.[4124]";"cd.[6737]";0,813664581464685
"1944";"cd.[6737]";"cd.[7722]";1
"1945";"cd.[4179]";"cd.[4732]";0,945893723031749
"1946";"cd.[4179]";"cd.[4911]";0,945893723031749
"1947";"cd.[4732]";"cd.[4911]";1
"1948";"cd.[6811]";"cd.[7429]";0,888258778530619
"1949";"cd.[6339]";"cd.[7517]";1
"1950";"cd.[100856]";"cd.[105076]";0,806524074595908
"1951";"cd.[100856]";"cd.[102477]";0,682100503341011
"1952";"cd.[100856]";"cd.[105098]";0,664031619610994
"1953";"cd.[100856]";"cd.[103398]";0,722307583560114
"1954";"cd.[100856]";"cd.[104872]";0,814652738363847
"1955";"cd.[100856]";"cd.[107734]";0,842755975930587
"1956";"cd.[100856]";"cd.[104310]";0,821012253346651
"1957";"cd.[100856]";"cd.[105349]";0,7227790200192
"1958";"cd.[100558]";"cd.[100856]";0,834296568580296
"1959";"cd.[100717]";"cd.[100856]";0,827898554179979
"1960";"cd.[100856]";"cd.[107056]";0,691417274267777
"1961";"cd.[102477]";"cd.[105076]";0,718379437923432
"1962";"cd.[105076]";"cd.[105098]";0,709980239038882
"1963";"cd.[103398]";"cd.[105076]";0,759197323218636
"1964";"cd.[104872]";"cd.[105076]";0,811547162740127
"1965";"cd.[105076]";"cd.[107734]";0,84387351119
"1966";"cd.[104310]";"cd.[105076]";0,789179947065271
"1967";"cd.[105076]";"cd.[105349]";0,745059272517329
"1968";"cd.[100558]";"cd.[105076]";0,721703674482263
"1969";"cd.[100717]";"cd.[105076]";0,72443063362785
"1970";"cd.[105076]";"cd.[107056]";0,736871823020603
"1971";"cd.[102477]";"cd.[105098]";0,718763727208842
"1972";"cd.[102477]";"cd.[103398]";0,740008786968563
"1973";"cd.[102477]";"cd.[104872]";0,814613521099091
"1974";"cd.[102477]";"cd.[107734]";0,729743078998897
"1975";"cd.[102477]";"cd.[104310]";0,604172297146009
"1976";"cd.[102477]";"cd.[105349]";0,66620553576428
"1977";"cd.[100558]";"cd.[102477]";0,700082203616267
"1978";"cd.[100717]";"cd.[102477]";0,610714285270028
"1979";"cd.[102477]";"cd.[107056]";0,800395263277966
"1980";"cd.[103398]";"cd.[105098]";0,8502415470455
"1981";"cd.[104872]";"cd.[105098]";0,719202896823054
"1982";"cd.[105098]";"cd.[107734]";0,709980239038882
"1983";"cd.[104310]";"cd.[105098]";0,578146094861238
"1984";"cd.[105098]";"cd.[105349]";0,701976278553838
"1985";"cd.[100558]";"cd.[105098]";0,604113371475883
"1986";"cd.[100717]";"cd.[105098]";0,583643882170968
"1987";"cd.[105098]";"cd.[107056]";0,830917876699697
"1988";"cd.[103398]";"cd.[104872]";0,770013809204102
"1989";"cd.[103398]";"cd.[107734]";0,775007605552673
"1990";"cd.[103398]";"cd.[104310]";0,631598089052283
"1991";"cd.[103398]";"cd.[105349]";0,770585943823275
"1992";"cd.[100558]";"cd.[103398]";0,67272793987523
"1993";"cd.[100717]";"cd.[103398]";0,64336677737858
"1994";"cd.[103398]";"cd.[107056]";0,881383704102558
"1995";"cd.[104872]";"cd.[107734]";0,828110288018766
"1996";"cd.[104310]";"cd.[104872]";0,732649199340654
"1997";"cd.[104872]";"cd.[105349]";0,720703933549964
"1998";"cd.[100558]";"cd.[104872]";0,74729021217512
"1999";"cd.[100717]";"cd.[104872]";0,738716366498367
"2000";"cd.[104872]";"cd.[107056]";0,768806063610574
"2001";"cd.[104310]";"cd.[107734]";0,733938082404759
"2002";"cd.[105349]";"cd.[107734]";0,814229218856148
"2003";"cd.[100558]";"cd.[107734]";0,742219391076461
"2004";"cd.[100717]";"cd.[107734]";0,749068322389022
"2005";"cd.[107056]";"cd.[107734]";0,736871823020603
"2006";"cd.[104310]";"cd.[105349]";0,661159248455711
"2007";"cd.[100558]";"cd.[104310]";0,755934259165888
"2008";"cd.[100717]";"cd.[104310]";0,845755704071211
"2009";"cd.[104310]";"cd.[107056]";0,618147425029589
"2010";"cd.[100558]";"cd.[105349]";0,661028996757839
"2011";"cd.[100717]";"cd.[105349]";0,629399561363718
"2012";"cd.[105349]";"cd.[107056]";0,72182383744613
"2013";"cd.[100558]";"cd.[100717]";0,738704189010288
"2014";"cd.[100558]";"cd.[107056]";0,692363884138024
"2015";"cd.[100717]";"cd.[107056]";0,630227736804796
"2016";"cd.[7653]";"cd.[7852]";0,894463031188301
"2017";"cd.[7653]";"cd.[8029]";0,894463031188301
"2018";"cd.[10383]";"cd.[7653]";0,894463031188301
"2019";"cd.[10230]";"cd.[7653]";0,837829812713291
"2020";"cd.[6858]";"cd.[7653]";0,818066959795745
"2021";"cd.[7852]";"cd.[8029]";1
"2022";"cd.[10383]";"cd.[7852]";1
"2023";"cd.[10230]";"cd.[7852]";0,94336678152499
"2024";"cd.[6858]";"cd.[7852]";0,923603928607443
"2025";"cd.[10383]";"cd.[8029]";1
"2026";"cd.[10230]";"cd.[8029]";0,94336678152499
"2027";"cd.[6858]";"cd.[8029]";0,923603928607443
"2028";"cd.[10230]";"cd.[10383]";0,94336678152499
"2029";"cd.[10383]";"cd.[6858]";0,923603928607443
"2030";"cd.[10230]";"cd.[6858]";0,913347518962363
"2031";"cd.[10064]";"cd.[2819]";1
"2032";"cd.[6314]";"cd.[8464]";0,943886176399563
"2033";"cd.[4291]";"cd.[4905]";1
"2034";"cd.[6722]";"cd.[7707]";1
"2035";"cd.[3722]";"cd.[8453]";1
"2036";"cd.[6719]";"cd.[8453]";1
"2037";"cd.[3722]";"cd.[6719]";1
"2038";"cd.[6413]";"cd.[7975]";0,845722291780555
"2039";"cd.[6562]";"cd.[8870]";0,847826089548028
"2040";"cd.[7606]";"cd.[8538]";1
"2041";"cd.[7671]";"cd.[8759]";1
"2042";"cd.[5360]";"cd.[8430]";0,878382491028827
"2043";"cd.[7540]";"cd.[7542]";0,835731506347656
"2044";"cd.[7542]";"cd.[8823]";0,890798786412115
"2045";"cd.[7540]";"cd.[8823]";0,912752649058466
"2046";"cd.[7920]";"cd.[8494]";0,896480334841687
"2047";"cd.[6382]";"cd.[7920]";0,956521739130435
"2048";"cd.[6382]";"cd.[8494]";0,939958595711252
"2049";"cd.[7794]";"cd.[8890]";0,951251651929773
"2050";"cd.[8890]";"cd.[9063]";0,95383023697397
"2051";"cd.[6802]";"cd.[8890]";0,95383023697397
"2052";"cd.[7794]";"cd.[9063]";0,905383032301198
"2053";"cd.[6802]";"cd.[7794]";0,905383032301198
"2054";"cd.[6802]";"cd.[9063]";1
"2055";"cd.[9348]";"cd.[9485]";0,972826086956522
"2056";"cd.[5477]";"cd.[9076]";0,988405797792518
"2057";"cd.[5477]";"cd.[8368]";0,976811595585035
"2058";"cd.[8368]";"cd.[9076]";0,988405797792518
"2059";"cd.[5664]";"cd.[8717]";0,841897228489751
"2060";"cd.[103424]";"cd.[104842]";0,801550971425098
"2061";"cd.[4419]";"cd.[7644]";0,989130434782609
"2062";"cd.[102361]";"cd.[103634]";0,96633940157683
"2063";"cd.[105518]";"cd.[109651]";0,820584071719128
"2064";"cd.[5731]";"cd.[8779]";1
"2065";"cd.[7123]";"cd.[9038]";0,972540046857751
"2066";"cd.[101564]";"cd.[108252]";0,86801241532616
"2067";"cd.[7980]";"cd.[9790]";0,955273415731347
"2068";"cd.[7604]";"cd.[9790]";0,90226525845735
"2069";"cd.[7604]";"cd.[7980]";0,946991842726003
"2070";"cd.[4441]";"cd.[8151]";0,932502280110898
"2071";"cd.[3670]";"cd.[4441]";0,955576564954675
"2072";"cd.[4441]";"cd.[7515]";1
"2073";"cd.[3670]";"cd.[8151]";0,896625114523846
"2074";"cd.[7515]";"cd.[8151]";0,932502280110898
"2075";"cd.[3670]";"cd.[7515]";0,955576564954675
"2076";"cd.[7161]";"cd.[8131]";0,95169082413549
"2077";"cd.[2813]";"cd.[3155]";0,952192721159562
"2078";"cd.[101502]";"cd.[103830]";0,821256041526795
"2079";"cd.[103830]";"cd.[104396]";0,817168329073035
"2080";"cd.[101502]";"cd.[104396]";0,832775929699773
"2081";"cd.[7061]";"cd.[7469]";1
"2082";"cd.[3086]";"cd.[3215]";0,88294313783231
"2083";"cd.[5835]";"cd.[9278]";0,963768111622852
"2084";"cd.[5921]";"cd.[8423]";1
"2085";"cd.[1858]";"cd.[9637]";1
"2086";"cd.[5988]";"cd.[8859]";1
"2087";"cd.[6358]";"cd.[9694]";0,96771848720053
"2088";"cd.[5010]";"cd.[5205]";0,825197056583736
"2089";"cd.[7094]";"cd.[9189]";0,920948614244876
"2090";"cd.[2139]";"cd.[3296]";0,806254770444787
"2091";"cd.[2440]";"cd.[5443]";1
"2092";"cd.[2781]";"cd.[9669]";1
"2093";"cd.[4508]";"cd.[9662]";1
"2094";"cd.[5025]";"cd.[9863]";0,895652159400608
"2095";"cd.[8114]";"cd.[8659]";1
"2096";"cd.[4297]";"cd.[4306]";1
"2097";"cd.[4297]";"cd.[8636]";1
"2098";"cd.[4306]";"cd.[8636]";1
"2099";"cd.[8306]";"cd.[8663]";0,803030309469803
"2100";"cd.[8274]";"cd.[8805]";1
"2101";"cd.[8630]";"cd.[8805]";0,882886834766554
"2102";"cd.[8274]";"cd.[8630]";0,882886834766554
"2103";"cd.[2807]";"cd.[7064]";0,966555185939955
"2104";"cd.[6316]";"cd.[7311]";1
"2105";"cd.[4490]";"cd.[7121]";0,884057967559151
"2106";"cd.[7363]";"cd.[8118]";0,984189717665963
"2107";"cd.[6922]";"cd.[9161]";0,933596839075503
"2108";"cd.[10314]";"cd.[2427]";0,894832196442977
"2109";"cd.[10314]";"cd.[8640]";0,942028988962588
"2110";"cd.[2427]";"cd.[8640]";0,952803207480389
"2111";"cd.[9614]";"cd.[9678]";1
"2112";"cd.[5830]";"cd.[8888]";0,810117576433265
"2113";"cd.[3159]";"cd.[9969]";0,996376815049545
"2114";"cd.[3678]";"cd.[4266]";1
"2115";"cd.[4266]";"cd.[6690]";1
"2116";"cd.[3678]";"cd.[6690]";1
"2117";"cd.[8919]";"cd.[9083]";1
"2118";"cd.[7859]";"cd.[9798]";0,986622074375982
"2119";"cd.[5392]";"cd.[9486]";0,853058187857918
"2120";"cd.[7037]";"cd.[7237]";0,924212077389593
"2121";"cd.[102514]";"cd.[104500]";0,832039340682652
"2122";"cd.[11530]";"cd.[5099]";1
"2123";"cd.[101021]";"cd.[104117]";0,8161671731783
"2124";"cd.[2004]";"cd.[3710]";1
"2125";"cd.[104289]";"cd.[3710]";0,79316432579704
"2126";"cd.[103997]";"cd.[3710]";0,842486656230429
"2127";"cd.[104289]";"cd.[2004]";0,79316432579704
"2128";"cd.[103997]";"cd.[2004]";0,842486656230429
"2129";"cd.[103997]";"cd.[104289]";0,817365156567615
"2130";"cd.[10361]";"cd.[6761]";0,84154588761537
"2131";"cd.[5426]";"cd.[6761]";0,744927509971287
"2132";"cd.[6761]";"cd.[7869]";0,744927509971287
"2133";"cd.[10361]";"cd.[5426]";0,90338164827098
"2134";"cd.[10361]";"cd.[7869]";0,90338164827098
"2135";"cd.[5426]";"cd.[7869]";1
"2136";"cd.[5324]";"cd.[7847]";1
"2137";"cd.[10301]";"cd.[6246]";0,975155280983966
"2138";"cd.[4178]";"cd.[7199]";1
"2139";"cd.[5371]";"cd.[5959]";0,830917866333671
"2140";"cd.[3096]";"cd.[3123]";0,937888202459916
"2141";"cd.[5238]";"cd.[8297]";0,940407400545867
"2142";"cd.[6663]";"cd.[6665]";0,984189717665963
"2143";"cd.[8301]";"cd.[9114]";0,80000000414641
"2144";"cd.[4895]";"cd.[9209]";0,975155280983966
"2145";"cd.[100500]";"cd.[103069]";0,801403263340826
"2146";"cd.[10652]";"cd.[9640]";1
"2147";"cd.[5912]";"cd.[8949]";1
"2148";"cd.[7918]";"cd.[9172]";1
"2149";"cd.[10449]";"cd.[6162]";0,945652173913043
"2150";"cd.[2571]";"cd.[9019]";1
"2151";"cd.[3931]";"cd.[5754]";1
"2152";"cd.[6568]";"cd.[9557]";1
"2153";"cd.[3757]";"cd.[6377]";0,820700578067614
"2154";"cd.[4384]";"cd.[5657]";1
"2155";"cd.[7622]";"cd.[8349]";0,95688710005387
"2156";"cd.[2252]";"cd.[4733]";1
"2157";"cd.[7008]";"cd.[8831]";1
"2158";"cd.[4586]";"cd.[7633]";0,958614271620046
"2159";"cd.[10240]";"cd.[7367]";0,988405797792518
"2160";"cd.[3192]";"cd.[7923]";0,982608691505764
"2161";"cd.[4395]";"cd.[8725]";0,969082127446714
"2162";"cd.[6948]";"cd.[7365]";0,966045540312062
"2163";"cd.[7350]";"cd.[8473]";1
"2164";"cd.[7288]";"cd.[7483]";0,915458935758342
"2165";"cd.[10938]";"cd.[11125]";1
"2166";"cd.[2366]";"cd.[2367]";0,871014501737512
"2167";"cd.[6925]";"cd.[6926]";0,963768124580383
"2168";"cd.[108408]";"cd.[108563]";0,826086953930233
"2169";"cd.[102670]";"cd.[104343]";0,843137238336646
"2170";"cd.[7201]";"cd.[8536]";1
"2171";"cd.[6102]";"cd.[9115]";0,95169082413549
"2172";"cd.[7525]";"cd.[8995]";0,917391300201416
"2173";"cd.[9333]";"cd.[9450]";0,972826086956522
"2174";"cd.[6771]";"cd.[8507]";1
"2175";"cd.[8609]";"cd.[9130]";0,956521741721941
"2176";"cd.[4843]";"cd.[8794]";0,976811595585035
"2177";"cd.[7346]";"cd.[7719]";1
"2178";"cd.[4851]";"cd.[7708]";1
"2179";"cd.[10320]";"cd.[7581]";0,810724631599758
"2180";"cd.[7460]";"cd.[8578]";0,800865790118342
"2181";"cd.[6272]";"cd.[7460]";1
"2182";"cd.[6272]";"cd.[8578]";0,800865790118342
"2183";"cd.[8043]";"cd.[8234]";1
"2184";"cd.[11150]";"cd.[8901]";0,970355733581211
"2185";"cd.[9421]";"cd.[9489]";0,982608691505764
"2186";"cd.[9327]";"cd.[9412]";0,873772794785707
"2187";"cd.[6740]";"cd.[9193]";0,966555185939955
"2188";"cd.[10000]";"cd.[8664]";0,925120776114257
"2189";"cd.[7361]";"cd.[7750]";1
"2190";"cd.[8265]";"cd.[9149]";1
"2191";"cd.[6992]";"cd.[7802]";0,850103528603264
"2192";"cd.[6944]";"cd.[9868]";0,987577635308971
"2193";"cd.[8311]";"cd.[8312]";1
"2194";"cd.[8344]";"cd.[9229]";0,927536223245704
"2195";"cd.[8364]";"cd.[8526]";0,806418232295824
"2196";"cd.[2823]";"cd.[4684]";0,917979090110115
"2197";"cd.[6919]";"cd.[8060]";0,900362310202225
"2198";"cd.[3539]";"cd.[4190]";0,989130434782609
"2199";"cd.[4348]";"cd.[7170]";0,928346385126529
"2200";"cd.[8668]";"cd.[8843]";1
"2201";"cd.[3356]";"cd.[6955]";1
"2202";"cd.[3792]";"cd.[8891]";0,917328295500382
"2203";"cd.[4145]";"cd.[4886]";0,858836816704792
"2204";"cd.[4184]";"cd.[6950]";0,878968256971111
